address,lat,lng,incidentCount
"900 12 ST, LETHBRIDGE, AB, Canada",49.6861786,-112.8286714,14
"2900 9 AV, LETHBRIDGE, AB, Canada",49.7126951,-112.8012585,14
"1 OXFORD RD, LETHBRIDGE, AB, Canada",49.66883079999999,-112.8897367,14
"3400 4 AV, LETHBRIDGE, AB, Canada",49.6947403,-112.7898457,14
"700 LILLIAN PARRY PL, LETHBRIDGE, AB, Canada",49.7388437,-112.8306973,14
"300 MCMASTER BD, LETHBRIDGE, AB, Canada",49.66883,-112.88434,14
"1 AV & 4 ST, LETHBRIDGE, AB, Canada",49.6977133,-112.8421336,14
"1 ST JAMES BD, LETHBRIDGE, AB, Canada",49.7234807,-112.831788,14
"400 31 ST, LETHBRIDGE, AB, Canada",49.7038808,-112.7963939,14
"700 7 ST, LETHBRIDGE, AB, Canada",49.6887543,-112.8364062,14
"1 LYNX PL, LETHBRIDGE, AB, Canada",49.73321019999999,-112.8108525,14
"200 LASALLE TE, LETHBRIDGE, AB, Canada",49.68932119999999,-112.9096454,14
"100 2 AV, LETHBRIDGE, AB, Canada",49.6967594,-112.8476754,14
"600 ABERDEEN CR, LETHBRIDGE, AB, Canada",49.69733799999999,-112.9062681,14
"700 27 ST, LETHBRIDGE, AB, Canada",49.7089368,-112.803613,14
"200 27 ST, LETHBRIDGE, AB, Canada",49.6968044,-112.80347,14
"1600 STAFFORD DR, LETHBRIDGE, AB, Canada",49.7192027,-112.8331429,14
"100 SOUTHGATE BD, LETHBRIDGE, AB, Canada",49.6600701,-112.78979,14
"1500 4 AV, LETHBRIDGE, AB, Canada",49.7047688,-112.8211847,14
"1800 4 AV, LETHBRIDGE, AB, Canada",49.7044785,-112.8167107,14
"1800 3 AV, LETHBRIDGE, AB, Canada",49.696428,-112.8161725,14
"1000 6 ST, LETHBRIDGE, AB, Canada",49.7142229,-112.8383533,14
"1 DALHOUSIE RD, LETHBRIDGE, AB, Canada",49.671095,-112.8712,14
"1800 20 ST, LETHBRIDGE, AB, Canada",49.6745121,-112.8132787,14
"1800 13 ST, LETHBRIDGE, AB, Canada",49.7210452,-112.8240173,14
"200 LETTICE PERRY RD, LETHBRIDGE, AB, Canada",49.7296487,-112.8273643,14
"100 OJIBWA RD, LETHBRIDGE, AB, Canada",49.6786258,-112.8911841,14
"800 15 ST, LETHBRIDGE, AB, Canada",49.6881065,-112.8214552,14
"400 COULEECREEK BD, LETHBRIDGE, AB, Canada",49.65902,-112.78776,14
"100 TEMPLE BD, LETHBRIDGE, AB, Canada",49.6698398,-112.8901895,14
"1000 17 ST, LETHBRIDGE, AB, Canada",49.7138988,-112.8187289,14
"2100 9B AV, LETHBRIDGE, AB, Canada",49.6845803,-112.8110499,14
"100 TARTAN CI, LETHBRIDGE, AB, Canada",49.6940909,-112.9029588,14
"2100 14 AV, LETHBRIDGE, AB, Canada",49.717168,-112.8113371,14
"100 HONEYSUCKLE RD, LETHBRIDGE, AB, Canada",49.7211236,-112.802527,13
"300 COLUMBIA BD, LETHBRIDGE, AB, Canada",49.6741501,-112.8821528,13
"900 16 ST, LETHBRIDGE, AB, Canada",49.6867688,-112.8192542,13
"100 ROCKY MOUNTAIN BD, LETHBRIDGE, AB, Canada",49.6586003,-112.8733541,13
"1200 7 AV, LETHBRIDGE, AB, Canada",49.6893939,-112.8283721,13
"100 LAKHOTA CR, LETHBRIDGE, AB, Canada",49.68492029999999,-112.8947691,13
"1 BEAVERPOND CT, LETHBRIDGE, AB, Canada",49.7290634,-112.8200022,13
"1800 6A AV, LETHBRIDGE, AB, Canada",49.7081023,-112.8166725,13
"2300 2 AV, LETHBRIDGE, AB, Canada",49.7010912,-112.8081948,13
"300 MT SUNDANCE LD, LETHBRIDGE, AB, Canada",49.6518654,-112.8689179,13
"1 FAIRMONT PT, LETHBRIDGE, AB, Canada",49.6666779,-112.7851322,13
"1 COWICHAN CT, LETHBRIDGE, AB, Canada",49.6836265,-112.8989279,13
"100 SILKSTONE RD, LETHBRIDGE, AB, Canada",49.6718091,-112.8968919,13
"1800 5A AV, LETHBRIDGE, AB, Canada",49.7063516,-112.8166513,13
"1 OJIBWA RD, LETHBRIDGE, AB, Canada",49.6804882,-112.8892007,13
"1 BROCK PL, LETHBRIDGE, AB, Canada",49.6713613,-112.8693864,13
"600 30 ST, LETHBRIDGE, AB, Canada",49.7080868,-112.7973614,13
"300 24 ST, LETHBRIDGE, AB, Canada",49.6962622,-112.80783,13
"1800 8 AV, LETHBRIDGE, AB, Canada",49.7118787,-112.8170641,13
"1900 7 AV, LETHBRIDGE, AB, Canada",49.68952789999999,-112.8146224,13
"1 LAVAL PL, LETHBRIDGE, AB, Canada",49.6663893,-112.8754439,13
"1400 13 AV, LETHBRIDGE, AB, Canada",49.7161699,-112.8227522,13
"900 44 AV, LETHBRIDGE, AB, Canada",49.738585,-112.832777,13
"2700 SOUTH PARKSIDE DR, LETHBRIDGE, AB, Canada",49.683384,-112.8028283,13
"200 CORVETTE CR, LETHBRIDGE, AB, Canada",49.6937157,-112.7971648,13
"900 7 ST, LETHBRIDGE, AB, Canada",49.6860182,-112.8361714,13
"200 JERRY POTTS BD, LETHBRIDGE, AB, Canada",49.685305,-112.8929292,13
"2700 8A AV, LETHBRIDGE, AB, Canada",49.6872453,-112.8083869,13
"2500 12 AV, LETHBRIDGE, AB, Canada",49.6797781,-112.8058437,13
"600 22 ST, LETHBRIDGE, AB, Canada",49.7086382,-112.8102062,13
"3000 32 ST, LETHBRIDGE, AB, Canada",49.66314149999999,-112.7973357,13
"1000 36 ST, LETHBRIDGE, AB, Canada",49.71544799999999,-112.7897917,13
"1000 43 ST, LETHBRIDGE, AB, Canada",49.6841814,-112.779581,13
"400 MOONLIGHT WY, LETHBRIDGE, AB, Canada",49.664782,-112.9020444,13
"1200 12 AV, LETHBRIDGE, AB, Canada",49.7156562,-112.8298531,13
"400 21A ST, LETHBRIDGE, AB, Canada",49.7038847,-112.8105683,13
"1 HARU MORIYAMA RD, LETHBRIDGE, AB, Canada",49.7356954,-112.8287471,13
"3300 20 AV, LETHBRIDGE, AB, Canada",49.6724702,-112.7932313,13
"100 BLACKFOOT CT, LETHBRIDGE, AB, Canada",49.6783766,-112.9009147,13
"400 LYNX TE, LETHBRIDGE, AB, Canada",49.7345116,-112.8038851,13
"800 7 AV, LETHBRIDGE, AB, Canada",49.6888926,-112.8345697,13
"500 MARY CAMERON CR, LETHBRIDGE, AB, Canada",49.7316837,-112.8344947,13
"1 ATHABASCA RD, LETHBRIDGE, AB, Canada",49.6820505,-112.8934788,13
"500 MOONLIGHT LN, LETHBRIDGE, AB, Canada",49.66472359999999,-112.9013051,13
"1100 8 ST, LETHBRIDGE, AB, Canada",49.6820866,-112.8334251,12
"1 RIVERLAND CL, LETHBRIDGE, AB, Canada",49.6589177,-112.8573271,12
"1700 14 AV, LETHBRIDGE, AB, Canada",49.67797299999999,-112.8182923,12
"100 COULEESPRINGS WY, LETHBRIDGE, AB, Canada",49.65920759999999,-112.780766,12
"1 HEATHER RD, LETHBRIDGE, AB, Canada",49.7214702,-112.8077505,12
"1 BLACKFOOT CI, LETHBRIDGE, AB, Canada",49.6796737,-112.8960034,12
"3700 REDWOOD RD, LETHBRIDGE, AB, Canada",49.6737413,-112.7858286,12
"1 RIVERINE LN, LETHBRIDGE, AB, Canada",49.65827720000001,-112.8600532,12
"1800 14 AV, LETHBRIDGE, AB, Canada",49.67823,-112.8157175,12
"1 LETTICE PERRY PL, LETHBRIDGE, AB, Canada",49.7307887,-112.8261606,12
"500 LEASIDE AV, LETHBRIDGE, AB, Canada",49.69368619999999,-112.7917844,12
"1 RIVERGREEN RD, LETHBRIDGE, AB, Canada",49.6635606,-112.8643023,12
"1 AV & 20 ST, LETHBRIDGE, AB, Canada",49.6986295,-112.8134269,12
"2700 10A AV, LETHBRIDGE, AB, Canada",49.7141755,-112.8039415,12
"1700 HENDERSON LAKE BD, LETHBRIDGE, AB, Canada",49.675994,-112.799471,12
"3900 23 AV, LETHBRIDGE, AB, Canada",49.6696495,-112.7856826,12
"21100 HWY 512, LETHBRIDGE, AB, Canada",49.6973982,-112.7497665,12
"400 28 ST, LETHBRIDGE, AB, Canada",49.6946802,-112.801919,12
"200 UPLANDS BD, LETHBRIDGE, AB, Canada",49.7327125,-112.8142694,12
"500 COULEESPRINGS CR, LETHBRIDGE, AB, Canada",49.6572707,-112.7820887,12
"1600 2 AV, LETHBRIDGE, AB, Canada",49.7006402,-112.8197569,12
"1100 10 AV, LETHBRIDGE, AB, Canada",49.7136016,-112.8308058,12
"100 MT BLAKISTON BY, LETHBRIDGE, AB, Canada",49.6956181,-112.8451067,12
"4100 20 AV, LETHBRIDGE, AB, Canada",49.6724326,-112.7820038,12
"100 MILDRED DOBBS BD, LETHBRIDGE, AB, Canada",49.729489,-112.8279856,12
"1900 21 AV, LETHBRIDGE, AB, Canada",49.7232704,-112.8159286,12
"1 CANYON CT, LETHBRIDGE, AB, Canada",49.64799010000001,-112.8311067,12
"200 SIXMILE RG, LETHBRIDGE, AB, Canada",49.6556483,-112.7771356,12
"900 11 ST, LETHBRIDGE, AB, Canada",49.6863336,-112.8296789,12
"1400 6 AV, LETHBRIDGE, AB, Canada",49.6913621,-112.8220993,12
"100 KODIAK CR, LETHBRIDGE, AB, Canada",49.7278113,-112.804853,12
"1 ERMINEDALE BY, LETHBRIDGE, AB, Canada",49.730233,-112.817141,12
"1100 17 ST, LETHBRIDGE, AB, Canada",49.68123869999999,-112.8188308,12
"100 30 ST, LETHBRIDGE, AB, Canada",49.6994885,-112.7974942,12
"400 5 AV, LETHBRIDGE, AB, Canada",49.69250520000001,-112.8408895,12
"1 MODESTO RD, LETHBRIDGE, AB, Canada",49.6750208,-112.8792124,12
"1 BLACKWOLF PS, LETHBRIDGE, AB, Canada",49.7394749,-112.8090567,12
"400 34 ST, LETHBRIDGE, AB, Canada",49.6949779,-112.790471,12
"1000 12B ST, LETHBRIDGE, AB, Canada",49.6836171,-112.8254673,12
"600 9 AV, LETHBRIDGE, AB, Canada",49.6859377,-112.8377898,12
"700 8 ST, LETHBRIDGE, AB, Canada",49.68876909999999,-112.8350852,12
"600 12A ST, LETHBRIDGE, AB, Canada",49.7074835,-112.8283721,12
"300 LEASIDE AV, LETHBRIDGE, AB, Canada",49.6962122,-112.796338,12
"1200 SCENIC DR, LETHBRIDGE, AB, Canada",49.6802742,-112.8297503,12
"3500 FORESTRY AV, LETHBRIDGE, AB, Canada",49.6770623,-112.7906008,12
"1200 3A AV, LETHBRIDGE, AB, Canada",49.69554369999999,-112.8284797,12
"300 TARTAN CI, LETHBRIDGE, AB, Canada",49.695061,-112.905581,12
"3100 PARKSIDE DR, LETHBRIDGE, AB, Canada",49.6833908,-112.794952,12
"500 33 ST, LETHBRIDGE, AB, Canada",49.6938711,-112.7928478,12
"300 MAYOR MAGRATH DR, LETHBRIDGE, AB, Canada",49.7034384,-112.8117039,12
"3600 23 AV, LETHBRIDGE, AB, Canada",49.670024,-112.7886784,12
"500 W T HILL BD, LETHBRIDGE, AB, Canada",49.69230719999999,-112.7862213,12
"300 FAIRMONT BD, LETHBRIDGE, AB, Canada",49.6637642,-112.7820404,12
"300 LYNX CR, LETHBRIDGE, AB, Canada",49.7329066,-112.8055557,11
"1900 36 ST, LETHBRIDGE, AB, Canada",49.6733915,-112.789423,11
"600 12C ST, LETHBRIDGE, AB, Canada",49.70773430000001,-112.8258883,11
"1 KODIAK BD, LETHBRIDGE, AB, Canada",49.7288145,-112.8090877,11
"100 LASALLE TE, LETHBRIDGE, AB, Canada",49.688177,-112.910413,11
"2200 39 ST, LETHBRIDGE, AB, Canada",49.7245098,-112.7854147,11
"1100 6 AV, LETHBRIDGE, AB, Canada",49.69139,-112.8303112,11
"1 SUNRIDGE BD, LETHBRIDGE, AB, Canada",49.6545283,-112.8699628,11
"400 12B ST, LETHBRIDGE, AB, Canada",49.70443419999999,-112.8269371,11
"1200 13 AV, LETHBRIDGE, AB, Canada",49.71635209999999,-112.829316,11
"3400 2 AV, LETHBRIDGE, AB, Canada",49.6999226,-112.7903147,11
"1500 33 ST, LETHBRIDGE, AB, Canada",49.7191643,-112.7923618,11
"2300 SCENIC DR, LETHBRIDGE, AB, Canada",49.7249367,-112.8318839,11
"1100 2 AV, LETHBRIDGE, AB, Canada",49.7007355,-112.8230553,11
"2000 13 ST, LETHBRIDGE, AB, Canada",49.7226619,-112.8244612,11
"900 MINERS BD, LETHBRIDGE, AB, Canada",49.66223249999999,-112.9034651,11
"2000 15 AV, LETHBRIDGE, AB, Canada",49.6770971,-112.8126567,11
"2000 6 AV, LETHBRIDGE, AB, Canada",49.6913225,-112.8127251,11
"4100 6 AV, LETHBRIDGE, AB, Canada",49.6918786,-112.7903774,11
"100 PENSACOLA CT, LETHBRIDGE, AB, Canada",49.6774873,-112.8863873,11
"100 22 ST, LETHBRIDGE, AB, Canada",49.6987611,-112.8105,11
"1 DAKOTA RD, LETHBRIDGE, AB, Canada",49.68481430000001,-112.8857818,11
"500 12B ST, LETHBRIDGE, AB, Canada",49.7057142,-112.8269237,11
"100 COULEECREEK LN, LETHBRIDGE, AB, Canada",49.6590466,-112.786835,11
"1 ASSINIBOIA WY, LETHBRIDGE, AB, Canada",49.6802922,-112.8941015,11
"600 20 ST, LETHBRIDGE, AB, Canada",49.6911256,-112.8129065,11
"800 9 ST, LETHBRIDGE, AB, Canada",49.6879456,-112.8334837,11
"1 PENSACOLA CT, LETHBRIDGE, AB, Canada",49.6756999,-112.8869313,11
"1300 2 AV, LETHBRIDGE, AB, Canada",49.70073559999999,-112.8230489,11
"1700 3 AV, LETHBRIDGE, AB, Canada",49.696154,-112.8174877,11
"1000 LAKEVIEW DR, LETHBRIDGE, AB, Canada",49.6830068,-112.7866735,11
"1 SARCEE PL, LETHBRIDGE, AB, Canada",49.68863839999999,-112.8939442,11
"500 NORMANDY RD, LETHBRIDGE, AB, Canada",49.69406540000001,-112.7962613,11
"4000 NIPIGON RD, LETHBRIDGE, AB, Canada",49.6805355,-112.7814621,11
"3800 MAYOR MAGRATH DR, LETHBRIDGE, AB, Canada",49.7019649,-112.8112595,11
"1 COALBANKS LK, LETHBRIDGE, AB, Canada",49.669885,-112.903861,11
"1300 6A AV, LETHBRIDGE, AB, Canada",49.7083515,-112.8239911,11
"600 16 ST, LETHBRIDGE, AB, Canada",49.6912059,-112.819677,11
"1 HERITAGE LN, LETHBRIDGE, AB, Canada",49.6966816,-112.8830142,11
"1900 12 AV, LETHBRIDGE, AB, Canada",49.6800281,-112.8142288,10
"1700 10A AV, LETHBRIDGE, AB, Canada",49.68208569999999,-112.8183606,10
"1300 13 ST, LETHBRIDGE, AB, Canada",49.71655089999999,-112.8240323,10
"600 BLACKFOOT TE, LETHBRIDGE, AB, Canada",49.6762716,-112.8957093,10
"1 ROCKY MOUNTAIN BD, LETHBRIDGE, AB, Canada",49.6594866,-112.8711866,10
"100 OXFORD RD, LETHBRIDGE, AB, Canada",49.66730159999999,-112.8899429,10
"1100 28 ST, LETHBRIDGE, AB, Canada",49.6815968,-112.8016982,10
"1500 16 AV, LETHBRIDGE, AB, Canada",49.6761841,-112.8208904,10
"1 KODIAK CR, LETHBRIDGE, AB, Canada",49.7286513,-112.8070077,10
"1 ELM CR, LETHBRIDGE, AB, Canada",49.6754826,-112.7836863,10
"2000 19 ST, LETHBRIDGE, AB, Canada",49.7229487,-112.8164771,10
"3300 1 AV, LETHBRIDGE, AB, Canada",49.69753240000001,-112.7927845,10
"100 BRIDGE DR, LETHBRIDGE, AB, Canada",49.7052049,-112.8737431,10
"1 FAIRMONT RD, LETHBRIDGE, AB, Canada",49.6602958,-112.784272,10
"300 RED CROW BD, LETHBRIDGE, AB, Canada",49.6890352,-112.8952014,10
"1600 10 AV, LETHBRIDGE, AB, Canada",49.7135177,-112.8193007,10
"1600 12 AV, LETHBRIDGE, AB, Canada",49.6800376,-112.8195811,10
"5800 10 ST, LETHBRIDGE, AB, Canada",49.6415809,-112.8691781,10
"200 TWINRIVER RD, LETHBRIDGE, AB, Canada",49.6659973,-112.8999077,10
"1500 6 AV, LETHBRIDGE, AB, Canada",49.6913681,-112.8207216,10
"4100 21 AV, LETHBRIDGE, AB, Canada",49.6715846,-112.782751,10
"1 ST & 8 AV, LETHBRIDGE, AB, Canada",49.68746789999999,-112.8392342,10
"1600 13 AV, LETHBRIDGE, AB, Canada",49.7164515,-112.8197948,10
"200 COALBANKS BD, LETHBRIDGE, AB, Canada",49.6662659,-112.9062087,10
"700 SOUTHGATE BD, LETHBRIDGE, AB, Canada",49.6547384,-112.7872728,10
"600 SILKSTONE PT, LETHBRIDGE, AB, Canada",49.6710607,-112.9003885,10
"200 ABERDEEN RD, LETHBRIDGE, AB, Canada",49.6960059,-112.9064552,10
"100 KODIAK BD, LETHBRIDGE, AB, Canada",49.7322978,-112.8096055,10
"200 6A AV, LETHBRIDGE, AB, Canada",49.6897259,-112.843454,10
"1500 29 ST, LETHBRIDGE, AB, Canada",49.677068,-112.8002373,10
"1 LAKHOTA CR, LETHBRIDGE, AB, Canada",49.6844378,-112.8978737,10
"2100 6A AV, LETHBRIDGE, AB, Canada",49.7083234,-112.8110527,10
"200 22 ST, LETHBRIDGE, AB, Canada",49.7006583,-112.8103093,10
"1800 18 AV, LETHBRIDGE, AB, Canada",49.7209004,-112.8174186,10
"500 SQUAMISH LN, LETHBRIDGE, AB, Canada",49.6870574,-112.9014644,10
"900 MAYOR MAGRATH DR, LETHBRIDGE, AB, Canada",49.6866174,-112.8074573,10
"900 40 AV, LETHBRIDGE, AB, Canada",49.7374354,-112.8276711,10
"2600 11A AV, LETHBRIDGE, AB, Canada",49.7160717,-112.8048809,10
"1 RIVERHURST CV, LETHBRIDGE, AB, Canada",49.6575058,-112.8611253,10
"500 MARGARET SUTHERLAND CR, LETHBRIDGE, AB, Canada",49.7357455,-112.8289652,10
"1100 4 AV, LETHBRIDGE, AB, Canada",49.6947615,-112.829857,10
"1 TRENT RD, LETHBRIDGE, AB, Canada",49.6643497,-112.8857864,10
"1200 GREAT LAKES PL, LETHBRIDGE, AB, Canada",49.6797315,-112.7844309,10
"2300 18 ST, LETHBRIDGE, AB, Canada",49.7246719,-112.8177852,10
"1000 1 AV, LETHBRIDGE, AB, Canada",49.6982079,-112.8324813,10
"100 SIXMILE RG, LETHBRIDGE, AB, Canada",49.6549498,-112.7790673,10
"1000 44 AV, LETHBRIDGE, AB, Canada",49.7415516,-112.8295118,10
"1200 8 ST, LETHBRIDGE, AB, Canada",49.7159906,-112.8356867,10
"100 COUGAR WY, LETHBRIDGE, AB, Canada",49.7341887,-112.8222427,10
"1400 4 AV, LETHBRIDGE, AB, Canada",49.7045472,-112.8223128,10
"2600 13 AV, LETHBRIDGE, AB, Canada",49.71737359999999,-112.8049877,10
"3600 SPRUCE DR, LETHBRIDGE, AB, Canada",49.6735591,-112.7890572,10
"2500 15 AV, LETHBRIDGE, AB, Canada",49.677062,-112.8059023,10
"100 HERITAGE CI, LETHBRIDGE, AB, Canada",49.6934091,-112.8850273,10
"800 SILKSTONE CL, LETHBRIDGE, AB, Canada",49.6723233,-112.8971196,10
"1 FAIRMONT GT, LETHBRIDGE, AB, Canada",49.665235,-112.7817683,10
"1100 28A ST, LETHBRIDGE, AB, Canada",49.6813918,-112.800499,10
"2600 16 AV, LETHBRIDGE, AB, Canada",49.67610570000001,-112.8040742,9
"300 3 AV, LETHBRIDGE, AB, Canada",49.6952276,-112.8426076,9
"1700 ST ANDREW RD, LETHBRIDGE, AB, Canada",49.7196215,-112.8279051,9
"3900 1 AV, LETHBRIDGE, AB, Canada",49.6975427,-112.7916137,9
"1900 6 AV, LETHBRIDGE, AB, Canada",49.6913188,-112.8141978,9
"1500 ST GEORGE RD, LETHBRIDGE, AB, Canada",49.71885,-112.83189,9
"1800 10 AV, LETHBRIDGE, AB, Canada",49.6838274,-112.8154196,9
"1100 9 ST, LETHBRIDGE, AB, Canada",49.7149722,-112.83425,9
"1700 2A AV, LETHBRIDGE, AB, Canada",49.7017274,-112.831368,9
"1300 4 AV, LETHBRIDGE, AB, Canada",49.69468939999999,-112.8237562,9
"200 HARU MORIYAMA PL, LETHBRIDGE, AB, Canada",49.7366024,-112.8300297,9
"1700 6 AV, LETHBRIDGE, AB, Canada",49.6913187,-112.8174969,9
"100 15 ST, LETHBRIDGE, AB, Canada",49.6995638,-112.8211918,9
"500 RIVERHILLS WY, LETHBRIDGE, AB, Canada",49.6956181,-112.8451067,9
"1 COLUMBIA BY, LETHBRIDGE, AB, Canada",49.6956181,-112.8451067,9
"4000 MAYOR MAGRATH DR, LETHBRIDGE, AB, Canada",49.6536869,-112.7946256,9
"1300 17 AV, LETHBRIDGE, AB, Canada",49.6752671,-112.8242397,9
"1 EDGEWOOD CR, LETHBRIDGE, AB, Canada",49.69032929999999,-112.8864839,9
"1600 29 ST, LETHBRIDGE, AB, Canada",49.676602,-112.7993801,9
"300 15 ST, LETHBRIDGE, AB, Canada",49.7030139,-112.821179,9
"1 RIDGEWOOD CR, LETHBRIDGE, AB, Canada",49.6874473,-112.8786105,9
"800 KODIAK BY, LETHBRIDGE, AB, Canada",49.6956181,-112.8451067,9
"1 SHERIDAN PL, LETHBRIDGE, AB, Canada",49.6646736,-112.8830343,9
"1 LAVAL RD, LETHBRIDGE, AB, Canada",49.668644,-112.8723628,9
"1 MT CRANDELL CR, LETHBRIDGE, AB, Canada",49.6609119,-112.8780119,9
"1 RYERSON RD, LETHBRIDGE, AB, Canada",49.6631857,-112.8807934,9
"3200 1 AV, LETHBRIDGE, AB, Canada",49.69753069999999,-112.7929797,9
"3200 2 AV, LETHBRIDGE, AB, Canada",49.69945999999999,-112.79392,9
"2700 9 AV, LETHBRIDGE, AB, Canada",49.7124757,-112.803914,9
"200 EAGLE RD, LETHBRIDGE, AB, Canada",49.7263145,-112.8020853,9
"1 ATHABASCA WY, LETHBRIDGE, AB, Canada",49.6813237,-112.8934654,9
"300 DIEPPE BD, LETHBRIDGE, AB, Canada",49.6959553,-112.7994018,9
"1 HERITAGE RD, LETHBRIDGE, AB, Canada",49.6929729,-112.8867269,9
"2100 13 ST, LETHBRIDGE, AB, Canada",49.7237071,-112.8244872,9
"400 15 ST, LETHBRIDGE, AB, Canada",49.6947397,-112.8213189,9
"2300 23 AV, LETHBRIDGE, AB, Canada",49.6696493,-112.8094612,9
"1 ST & CROWSNEST TR, LETHBRIDGE, AB, Canada",49.7009193,-112.7787512,9
"800 MT SUNDANCE LN, LETHBRIDGE, AB, Canada",49.6515164,-112.8723029,9
"100 HARU MORIYAMA PL, LETHBRIDGE, AB, Canada",49.7364533,-112.8316869,9
"300 CROCUS TE, LETHBRIDGE, AB, Canada",49.6971671,-112.9133183,9
"500 28 ST, LETHBRIDGE, AB, Canada",49.6932566,-112.8019464,9
"1 RIVERVIEW CR, LETHBRIDGE, AB, Canada",49.6637512,-112.8629985,9
"1500 18 AV, LETHBRIDGE, AB, Canada",49.7200679,-112.8205577,9
"1200 6 ST, LETHBRIDGE, AB, Canada",49.7161581,-112.838659,9
"2100 5A AV, LETHBRIDGE, AB, Canada",49.70656570000001,-112.8109516,9
"1 SIXMILE RG, LETHBRIDGE, AB, Canada",49.6551285,-112.7849032,9
"1400 41 ST, LETHBRIDGE, AB, Canada",49.7173024,-112.7819123,9
"3100 6 AV, LETHBRIDGE, AB, Canada",49.6916109,-112.7947024,9
"1100 27A ST, LETHBRIDGE, AB, Canada",49.7152013,-112.8024637,9
"1 JESSIE ROBINSON CL, LETHBRIDGE, AB, Canada",49.7300265,-112.8297976,9
"1 RIVERFORD CL, LETHBRIDGE, AB, Canada",49.6559023,-112.8670303,9
"2000 28 ST, LETHBRIDGE, AB, Canada",49.6736042,-112.8015495,9
"1000 16 ST, LETHBRIDGE, AB, Canada",49.7140073,-112.820223,9
"1000 7 ST, LETHBRIDGE, AB, Canada",49.7140569,-112.8370991,9
"700 3 AV, LETHBRIDGE, AB, Canada",49.6956303,-112.8367622,9
"200 SIXMILE CM, LETHBRIDGE, AB, Canada",49.6556483,-112.7771356,9
"400 MARY CAMERON CR, LETHBRIDGE, AB, Canada",49.7314723,-112.8299612,9
"2200 42 ST, LETHBRIDGE, AB, Canada",49.6706148,-112.7816833,9
"1 HERITAGE CT, LETHBRIDGE, AB, Canada",49.69651169999999,-112.8923958,9
"100 GOLDENROD RD, LETHBRIDGE, AB, Canada",49.69393789999999,-112.9109404,9
"1500 8 AV, LETHBRIDGE, AB, Canada",49.7109995,-112.8205457,9
"1500 23 AV, LETHBRIDGE, AB, Canada",49.723474,-112.821975,9
"300 CANYON BD, LETHBRIDGE, AB, Canada",49.64464,-112.83426,9
"2300 2A AV, LETHBRIDGE, AB, Canada",49.7017274,-112.831368,9
"1 APERTURE LP, LETHBRIDGE, AB, Canada",49.6759383,-112.8654097,8
"1900 18 ST, LETHBRIDGE, AB, Canada",49.7216874,-112.8174468,8
"1900 8A AV, LETHBRIDGE, AB, Canada",49.6872655,-112.8099929,8
"500 BLACKFOOT MN, LETHBRIDGE, AB, Canada",49.6956181,-112.8451067,8
"1800 26 ST, LETHBRIDGE, AB, Canada",49.6742391,-112.8049218,8
"1800 14 ST, LETHBRIDGE, AB, Canada",49.720999,-112.8228534,8
"500 18 ST, LETHBRIDGE, AB, Canada",49.693206,-112.8161954,8
"1900 8 AV, LETHBRIDGE, AB, Canada",49.71074669999999,-112.8140561,8
"500 17 ST, LETHBRIDGE, AB, Canada",49.6928499,-112.8182057,8
"1800 2B AV, LETHBRIDGE, AB, Canada",49.7022327,-112.8169674,8
"100 BLUEFOX BD, LETHBRIDGE, AB, Canada",49.7292599,-112.8201967,8
"100 PEIGAN CT, LETHBRIDGE, AB, Canada",49.6844989,-112.9025415,8
"800 MT SUNDANCE MN, LETHBRIDGE, AB, Canada",49.6956181,-112.8451067,8
"100 GREYWOLF RD, LETHBRIDGE, AB, Canada",49.7403232,-112.8071964,8
"2300 6 AV, LETHBRIDGE, AB, Canada",49.6915997,-112.8084947,8
"2300 9 AV, LETHBRIDGE, AB, Canada",49.6863777,-112.8084795,8
"1 MT BACKUS CR, LETHBRIDGE, AB, Canada",49.66140799999999,-112.8748499,8
"2400 21 AV, LETHBRIDGE, AB, Canada",49.6714165,-112.8077217,8
"2400 23 ST, LETHBRIDGE, AB, Canada",49.7255216,-112.8107612,8
"100 FIRELIGHT WY, LETHBRIDGE, AB, Canada",49.6679577,-112.8938557,8
"1 AV & 19 ST, LETHBRIDGE, AB, Canada",49.6986989,-112.8148887,8
"2600 SOUTH PARKSIDE DR, LETHBRIDGE, AB, Canada",49.68351850000001,-112.8041392,8
"600 25 ST, LETHBRIDGE, AB, Canada",49.6911818,-112.8063932,8
"2700 6A AV, LETHBRIDGE, AB, Canada",49.7079373,-112.8031027,8
"2800 2 AV, LETHBRIDGE, AB, Canada",49.6996406,-112.8025679,8
"2900 15 AV, LETHBRIDGE, AB, Canada",49.6773934,-112.7991922,8
"3600 5 AV, LETHBRIDGE, AB, Canada",49.7051515,-112.7875144,8
"600 15 ST, LETHBRIDGE, AB, Canada",49.6913667,-112.8213172,8
"3600 14 AV, LETHBRIDGE, AB, Canada",49.7174849,-112.7887419,8
"900 MAYDELL PALMER VT, LETHBRIDGE, AB, Canada",49.6956181,-112.8451067,8
"300 GRIZZLY CR, LETHBRIDGE, AB, Canada",49.7305451,-112.8053148,8
"300 SQUAMISH CT, LETHBRIDGE, AB, Canada",49.6888156,-112.901826,8
"1 AV & 43 ST, LETHBRIDGE, AB, Canada",49.6981923,-112.7786906,8
"3000 18 AV, LETHBRIDGE, AB, Canada",49.7219017,-112.7966887,8
