ccn,date,updateDate,city,state,postalCode,blocksizedAddress,incidentType,parentIncidentType,narrative
CA23004381,"02/25/2023, 7:00:00 PM","02/28/2023, 5:04:39 AM",LETHBRIDGE,AB,.,200 Block 3 AV, RMS] Loitering / Panhandling,Quality of Life,Loitering / Panhandling
CA23004333,"02/24/2023, 11:43:00 PM","02/28/2023, 5:04:39 AM",LETHBRIDGE,AB,.,2900 Block 26 AV, RMS] Provincial Trespass Act,Other,Provincial Trespass Act
CA23004524,"02/27/2023, 9:12:00 PM","02/28/2023, 5:04:39 AM",LETHBRIDGE,AB,.,2100 Block 14 AV, RMS] Family Disputes,Other,Family Disputes
CA23003220,"02/11/2023, 1:37:00 PM","02/28/2023, 5:04:03 AM",LETHBRIDGE,AB,.,700 Block 12C ST, RMS] Mischief to MV,Theft from Vehicle,Mischief to MV
CA23004511,"02/27/2023, 10:04:00 AM","02/28/2023, 5:05:17 AM",LETHBRIDGE,AB,.,600 Block 8 ST, RMS] Suspicious Person/Vehicle,Other,Suspicious Person/Vehicle
CA23004516,"02/27/2023, 5:09:00 PM","02/28/2023, 5:05:17 AM",LETHBRIDGE,AB,.,1200 Block 4 AV, RMS] Theft Under,Theft,Theft Under
RM23051119,"02/27/2023, 6:15:00 PM","02/28/2023, 5:04:43 AM",LETHBRIDGE,AB,.,1400 Block 3 AV, RMS] Assist Others,Other,Assist Others
RM23051115,"02/13/2023, 2:21:00 PM","02/28/2023, 5:04:42 AM",LETHBRIDGE,AB,.,1900 Block 12 AV, RMS] Assist Others,Other,Assist Others
P23009289,"02/27/2023, 8:08:45 PM","02/28/2023, 5:05:02 AM",LETHBRIDGE,AB,.,1800 Block CEDAR RD,MISSING/RUNAWAY/FOUND PERSON,Other,MISSING/RUNAWAY/FOUND PERSON
P23009290,"02/27/2023, 8:16:55 PM","02/28/2023, 5:05:02 AM",LETHBRIDGE,AB,.,100 Block 13 ST,PUBLIC SERVICE,Other,PUBLIC SERVICE
P23009291,"02/27/2023, 8:28:32 PM","02/28/2023, 5:05:03 AM",LETHBRIDGE,AB,.,200 Block 13 ST,PUBLIC SERVICE,Other,PUBLIC SERVICE
P23009292,"02/27/2023, 8:32:28 PM","02/28/2023, 5:05:03 AM",LETHBRIDGE,AB,.,500 Block 1 ST,PUBLIC SERVICE,Other,PUBLIC SERVICE
P23009293,"02/27/2023, 8:48:38 PM","02/28/2023, 5:05:03 AM",LETHBRIDGE,AB,.,200 Block SILKSTONE RD,"PUBLIC SERVICE (LOCK-OUT/LOCK-IN, PEACE, WELFARE, RECKLESS ACTIVITY)",Other,"PUBLIC SERVICE (LOCK-OUT/LOCK-IN, PEACE, WELFARE, RECKLESS ACTIVITY)"
P23009294,"02/27/2023, 8:53:25 PM","02/28/2023, 5:05:03 AM",LETHBRIDGE,AB,.,200 Block SILKSTONE RD,SEXUAL ASSAULT,Sexual Offense,SEXUAL ASSAULT
P23009295,"02/27/2023, 8:56:51 PM","02/28/2023, 5:05:04 AM",LETHBRIDGE,AB,.,1500 Block 9 AV,DAMAGE/VANDALISM/MISCHIEF,Quality of Life,DAMAGE/VANDALISM/MISCHIEF
P23009297,"02/27/2023, 9:00:09 PM","02/28/2023, 5:05:04 AM",LETHBRIDGE,AB,.,700 Block STAFFORD DR,SUPPLEMENTAL,Other,SUPPLEMENTAL
CA23004326,"02/25/2023, 12:54:00 AM","02/28/2023, 5:04:04 AM",LETHBRIDGE,AB,.,700 Block 5 AV, RMS] Provincial Trespass Act,Other,Provincial Trespass Act
RM23051118,"02/23/2023, 3:00:00 PM","02/28/2023, 5:04:08 AM",LETHBRIDGE,AB,.,100 Block 1 AV, RMS] Fail to Appear Finger Prints,Other,Fail to Appear Finger Prints
CA23000351,"01/03/2023, 4:30:00 PM","02/28/2023, 5:04:09 AM",LETHBRIDGE,AB,.,400 Block SCENIC DR, RMS] Theft Under,Theft,Theft Under
P23009286,"02/27/2023, 7:11:21 PM","02/28/2023, 5:05:02 AM",LETHBRIDGE,AB,.,2700 Block SOUTH PARKSIDE DR,HARASSMENT/STALKING/THREAT,Other,HARASSMENT/STALKING/THREAT
P23009287,"02/27/2023, 7:17:36 PM","02/28/2023, 5:05:02 AM",LETHBRIDGE,AB,.,2300 Block 13 ST,"PUBLIC SERVICE (LOCK-OUT/LOCK-IN, PEACE, WELFARE, RECKLESS ACTIVITY)",Other,"PUBLIC SERVICE (LOCK-OUT/LOCK-IN, PEACE, WELFARE, RECKLESS ACTIVITY)"
P23009288,"02/27/2023, 7:43:08 PM","02/28/2023, 5:05:02 AM",LETHBRIDGE,AB,.,700 Block 7 AV,ALARMS,Other,ALARMS
CA23004514,"02/27/2023, 6:15:00 PM","02/28/2023, 5:05:17 AM",LETHBRIDGE,AB,.,100 Block PACIFIC LD, RMS] Traffic Complaint General,Traffic,Traffic Complaint General
CA23004513,"02/27/2023, 6:30:00 PM","02/28/2023, 5:05:17 AM",LETHBRIDGE,AB,.,900 Block 19 ST, RMS] Assist Others,Other,Assist Others
RM23051113,"02/26/2023, 11:00:00 PM","02/28/2023, 5:04:41 AM",LETHBRIDGE,AB,.,500 Block 14 ST, RMS] Assist Others,Other,Assist Others
CA23004250,"02/23/2023, 10:12:00 PM","02/28/2023, 5:04:21 AM",LETHBRIDGE,AB,.,COLUMBIA BD & MCMASTER BD, RMS] TSA - Traffic Safety Act,Traffic,TSA - Traffic Safety Act
RM23051114,"02/08/2023, 4:33:00 PM","02/28/2023, 5:04:08 AM",LETHBRIDGE,AB,.,1 Block CANYONCREST CT, RMS] Assist Others,Other,Assist Others
CA23004264,"02/24/2023, 1:07:00 AM","02/28/2023, 5:04:21 AM",LETHBRIDGE,AB,.,3700 Block 2 AV, RMS] Provincial Trespass Act,Other,Provincial Trespass Act
AR23100093,"02/23/2023, 6:00:00 PM","02/28/2023, 5:04:03 AM",LETHBRIDGE,AB,.,1200 Block 8 AV, RMS] TSA - Hit and Run,Other,TSA - Hit and Run
AR23100094,"02/24/2023, 11:15:00 PM","02/28/2023, 5:04:39 AM",LETHBRIDGE,AB,.,800 Block 2A AV, RMS] Theft Under,Theft,Theft Under
P23009279,"02/27/2023, 6:14:22 PM","02/28/2023, 5:05:00 AM",LETHBRIDGE,AB,.,800 Block 5 AV,PUBLIC SERVICE,Other,PUBLIC SERVICE
P23009280,"02/27/2023, 6:15:02 PM","02/28/2023, 5:05:00 AM",LETHBRIDGE,AB,.,100 Block PACIFIC LD,TRAFFIC VIOLATION/COMPLAINT/HAZARD,Proactive Policing,TRAFFIC VIOLATION/COMPLAINT/HAZARD
P23009281,"02/27/2023, 6:16:05 PM","02/28/2023, 5:05:01 AM",LETHBRIDGE,AB,.,1700 Block 5 AV,DRUGS,Quality of Life,DRUGS
P23009282,"02/27/2023, 6:21:34 PM","02/28/2023, 5:05:01 AM",LETHBRIDGE,AB,.,900 Block 1 AV,PUBLIC SERVICE,Other,PUBLIC SERVICE
P23009283,"02/27/2023, 6:30:51 PM","02/28/2023, 5:05:01 AM",LETHBRIDGE,AB,.,900 Block 19 ST,ASSIST OTHER AGENCIES,Other,ASSIST OTHER AGENCIES
P23009284,"02/27/2023, 6:32:04 PM","02/28/2023, 5:05:01 AM",LETHBRIDGE,AB,.,800 Block 2A AV,MISSING/RUNAWAY/FOUND PERSON,Other,MISSING/RUNAWAY/FOUND PERSON
P23009285,"02/27/2023, 6:38:35 PM","02/28/2023, 5:05:01 AM",LETHBRIDGE,AB,.,UNKNOWN STREET,TRAFFIC VIOLATION/COMPLAINT/HAZARD,Proactive Policing,TRAFFIC VIOLATION/COMPLAINT/HAZARD
CA23004501,"02/27/2023, 9:00:00 AM","02/28/2023, 5:05:15 AM",LETHBRIDGE,AB,.,800 Block 3 AV, RMS] Sexual Assault,Sexual Offense,Sexual Assault
CA23004512,"02/27/2023, 5:51:00 PM","02/28/2023, 5:05:17 AM",LETHBRIDGE,AB,.,900 Block KODIAK PL, RMS] False Alarm,Other,False Alarm
CA23004508,"02/27/2023, 3:02:00 PM","02/28/2023, 5:05:16 AM",LETHBRIDGE,AB,.,1 Block COUGAR BY, RMS] Lost Property,Other,Lost Property
CA23004507,"02/27/2023, 10:00:00 AM","02/28/2023, 5:05:16 AM",LETHBRIDGE,AB,.,1100 Block 20 ST, RMS] Counterfeiting,Other,Counterfeiting
CA23004510,"02/27/2023, 4:45:00 PM","02/28/2023, 5:05:16 AM",LETHBRIDGE,AB,.,2800 Block 12 AV, RMS] Check On Welfare,Other,Check On Welfare
P23009269,"02/27/2023, 5:09:42 PM","02/28/2023, 5:04:58 AM",LETHBRIDGE,AB,.,1200 Block 4 AV,THEFT (LARCENY),Theft,THEFT (LARCENY)
P23009270,"02/27/2023, 5:14:33 PM","02/28/2023, 5:04:58 AM",LETHBRIDGE,AB,.,200 Block 4 AV,TRAFFIC/TRANSPORTATION INCIDENT (CRASH),Other,TRAFFIC/TRANSPORTATION INCIDENT (CRASH)
P23009271,"02/27/2023, 5:17:37 PM","02/28/2023, 5:04:58 AM",LETHBRIDGE,AB,.,2200 Block 32 ST,THEFT (LARCENY),Theft,THEFT (LARCENY)
P23009272,"02/27/2023, 5:29:48 PM","02/28/2023, 5:04:59 AM",LETHBRIDGE,AB,.,400 Block STAFFORD DR,PUBLIC SERVICE,Other,PUBLIC SERVICE
P23009273,"02/27/2023, 5:35:43 PM","02/28/2023, 5:04:59 AM",LETHBRIDGE,AB,.,300 Block 4 ST,PUBLIC SERVICE,Other,PUBLIC SERVICE
P23009274,"02/27/2023, 5:43:19 PM","02/28/2023, 5:04:59 AM",LETHBRIDGE,AB,.,200 Block 12B ST,PUBLIC SERVICE,Other,PUBLIC SERVICE
P23009275,"02/27/2023, 5:47:03 PM","02/28/2023, 5:04:59 AM",LETHBRIDGE,AB,.,1600 Block 15 AV,ASSIST OTHER AGENCIES,Other,ASSIST OTHER AGENCIES
P23009276,"02/27/2023, 5:51:36 PM","02/28/2023, 5:05:00 AM",LETHBRIDGE,AB,.,900 Block KODIAK PL,ALARMS,Other,ALARMS
P23009277,"02/27/2023, 5:54:07 PM","02/28/2023, 5:05:00 AM",LETHBRIDGE,AB,.,2800 Block 34 ST,"ADMIN (LOST/FOUND PROPERTY, UNEXPLODED ORDNANCE, MESSAGES, TRANSPORTS)",Other,"ADMIN (LOST/FOUND PROPERTY, UNEXPLODED ORDNANCE, MESSAGES, TRANSPORTS)"
P23009278,"02/27/2023, 5:54:47 PM","02/28/2023, 5:05:00 AM",LETHBRIDGE,AB,.,500 Block 13 ST,PUBLIC SERVICE,Other,PUBLIC SERVICE
RM23051111,"02/22/2023, 3:00:00 PM","02/28/2023, 5:04:08 AM",LETHBRIDGE,AB,.,100 Block 1 AV, RMS] Fail to Appear Finger Prints,Other,Fail to Appear Finger Prints
CA23004509,"02/27/2023, 4:17:00 PM","02/28/2023, 5:05:16 AM",LETHBRIDGE,AB,.,1 Block MT BURKE BD, RMS] Assist Others,Other,Assist Others
RM23051112,"02/18/2023, 4:00:00 PM","02/28/2023, 5:04:41 AM",LETHBRIDGE,AB,.,3100 Block FAIRWAY ST, RMS] Assist Others,Other,Assist Others
RM23051110,"02/27/2023, 4:30:00 AM","02/28/2023, 5:04:40 AM",LETHBRIDGE,AB,.,100 Block COLUMBIA BD, RMS] Assist Others,Other,Assist Others
P23009266,"02/27/2023, 4:26:03 PM","02/28/2023, 5:04:57 AM",LETHBRIDGE,AB,.,600 Block 8 ST,"SUSPICIOUS/WANTED (PERSON, CIRCUMSTANCES, VEHICLE)",Proactive Policing,"SUSPICIOUS/WANTED (PERSON, CIRCUMSTANCES, VEHICLE)"
P23009267,"02/27/2023, 4:27:09 PM","02/28/2023, 5:04:58 AM",LETHBRIDGE,AB,.,1 Block MT BURKE BD,TRESPASSING/UNWANTED,Quality of Life,TRESPASSING/UNWANTED
P23009268,"02/27/2023, 5:00:40 PM","02/28/2023, 5:04:58 AM",LETHBRIDGE,AB,.,2800 Block 12 AV,SUICIDAL PERSON/ATTEMPTED SUICIDE,Other,SUICIDAL PERSON/ATTEMPTED SUICIDE
RM23051108,"02/22/2023, 3:00:00 PM","02/28/2023, 5:04:08 AM",LETHBRIDGE,AB,.,100 Block 1 AV, RMS] Fail to Appear Finger Prints,Other,Fail to Appear Finger Prints
RM23051107,"02/21/2023, 3:00:00 PM","02/28/2023, 5:04:07 AM",LETHBRIDGE,AB,.,100 Block 1 AV, RMS] Fail to Appear Finger Prints,Other,Fail to Appear Finger Prints
RM23051103,"02/22/2023, 3:00:00 PM","02/28/2023, 5:04:07 AM",LETHBRIDGE,AB,.,100 Block 1 AV, RMS] Fail to Appear Finger Prints,Other,Fail to Appear Finger Prints
RM23051106,"02/15/2023, 3:00:00 PM","02/28/2023, 5:04:07 AM",LETHBRIDGE,AB,.,100 Block 1 AV, RMS] Fail to Appear Finger Prints,Other,Fail to Appear Finger Prints
RM23051104,"02/15/2023, 3:00:00 PM","02/28/2023, 5:04:07 AM",LETHBRIDGE,AB,.,100 Block 1 AV, RMS] Fail to Appear Finger Prints,Other,Fail to Appear Finger Prints
CA23004506,"02/27/2023, 3:58:00 PM","02/28/2023, 5:05:16 AM",LETHBRIDGE,AB,.,200 Block MT CRANDELL CR, RMS] Bylaw - Certain Noise,Quality of Life,Bylaw - Certain Noise
RM23051105,"02/27/2023, 4:10:00 PM","02/28/2023, 5:04:40 AM",LETHBRIDGE,AB,.,100 Block 1 AV, RMS] Assist Others,Other,Assist Others
P23009261,"02/27/2023, 3:02:40 PM","02/28/2023, 5:05:21 AM",LETHBRIDGE,AB,.,1 Block COUGAR BY,"ADMIN (LOST/FOUND PROPERTY, UNEXPLODED ORDNANCE, MESSAGES, TRANSPORTS)",Other,"ADMIN (LOST/FOUND PROPERTY, UNEXPLODED ORDNANCE, MESSAGES, TRANSPORTS)"
P23009262,"02/27/2023, 3:05:37 PM","02/28/2023, 5:05:21 AM",LETHBRIDGE,AB,.,900 Block 6 AV,TRAFFIC/TRANSPORTATION INCIDENT (CRASH),Other,TRAFFIC/TRANSPORTATION INCIDENT (CRASH)
P23009263,"02/27/2023, 3:35:46 PM","02/28/2023, 5:04:57 AM",LETHBRIDGE,AB,.,2900 Block 2 AV,THEFT FROM VEHICLE,Theft from Vehicle,THEFT FROM VEHICLE
P23009264,"02/27/2023, 3:58:25 PM","02/28/2023, 5:04:57 AM",LETHBRIDGE,AB,.,200 Block MT CRANDELL CR,DISTURBANCE/NUISANCE,Quality of Life,DISTURBANCE/NUISANCE
P23009265,"02/27/2023, 3:58:51 PM","02/28/2023, 5:04:57 AM",LETHBRIDGE,AB,.,1100 Block 20 ST,"PUBLIC SERVICE (LOCK-OUT/LOCK-IN, PEACE, WELFARE, RECKLESS ACTIVITY)",Other,"PUBLIC SERVICE (LOCK-OUT/LOCK-IN, PEACE, WELFARE, RECKLESS ACTIVITY)"
CA23004505,"02/26/2023, 11:08:00 PM","02/28/2023, 5:05:16 AM",LETHBRIDGE,AB,.,300 Block RED CROW BD, RMS] TSA - Traffic Safety Act,Traffic,TSA - Traffic Safety Act
CA23004497,"02/27/2023, 1:18:00 PM","02/28/2023, 5:05:15 AM",LETHBRIDGE,AB,.,400 Block LETTICE PERRY RD, RMS] Intoxication - NOT arrested,Quality of Life,Intoxication - NOT arrested
CA23004500,"02/27/2023, 1:05:00 PM","02/28/2023, 5:05:15 AM",LETHBRIDGE,AB,.,300 Block HIGHLANDS BD, RMS] Provincial Trespass Act,Other,Provincial Trespass Act
RM23051102,"02/26/2023, 4:00:00 AM","02/28/2023, 5:04:40 AM",LETHBRIDGE,AB,.,100 Block ALGONQUIN RD, RMS] Theft From Auto Under,Theft from Vehicle,Theft From Auto Under
CA23004504,"02/26/2023, 7:39:00 PM","02/28/2023, 5:05:16 AM",LETHBRIDGE,AB,.,100 Block 5 AV, RMS] Assist Others,Other,Assist Others
CA23004499,"02/27/2023, 1:23:00 PM","02/28/2023, 5:05:15 AM",LETHBRIDGE,AB,.,1 Block ST & 5 AV, RMS] Assault - Bh/Weapon,Assault,Assault - Bh/Weapon
CA23004503,"02/25/2023, 6:18:00 PM","02/28/2023, 5:05:16 AM",LETHBRIDGE,AB,.,1700 Block 16 AV, RMS] Bylaw - General,Other,Bylaw - General
RM23051101,"02/23/2023, 7:00:00 AM","02/28/2023, 5:04:39 AM",LETHBRIDGE,AB,.,100 Block 1 AV, RMS] Assist Others,Other,Assist Others
P23009257,"02/27/2023, 2:09:26 PM","02/28/2023, 5:05:20 AM",LETHBRIDGE,AB,.,100 Block 1 AV,SUBJECT STOP,Proactive Policing,SUBJECT STOP
P23009258,"02/27/2023, 2:23:45 PM","02/28/2023, 5:05:21 AM",LETHBRIDGE,AB,.,200 Block STAFFORD DR,SEXUAL ASSAULT,Sexual Offense,SEXUAL ASSAULT
P23009259,"02/27/2023, 2:26:04 PM","02/28/2023, 5:05:21 AM",LETHBRIDGE,AB,.,1 Block BROCK PL,"SUSPICIOUS/WANTED (PERSON, CIRCUMSTANCES, VEHICLE)",Proactive Policing,"SUSPICIOUS/WANTED (PERSON, CIRCUMSTANCES, VEHICLE)"
P23009260,"02/27/2023, 2:47:50 PM","02/28/2023, 5:05:21 AM",LETHBRIDGE,AB,.,400 Block HIGHLANDS BD,TRAFFIC VIOLATION/COMPLAINT/HAZARD,Proactive Policing,TRAFFIC VIOLATION/COMPLAINT/HAZARD
CA23004502,"02/27/2023, 12:30:00 PM","02/28/2023, 5:05:16 AM",LETHBRIDGE,AB,.,1 Block BROCK PL, RMS] Theft From Auto Under,Theft from Vehicle,Theft From Auto Under
CA23004498,"02/27/2023, 3:30:00 AM","02/28/2023, 5:05:15 AM",LETHBRIDGE,AB,.,600 Block 8 ST, RMS] Provincial Trespass Act,Other,Provincial Trespass Act
RM23051100,"02/15/2023, 3:00:00 PM","02/28/2023, 5:04:07 AM",LETHBRIDGE,AB,.,100 Block 1 AV, RMS] Fail to Appear Finger Prints,Other,Fail to Appear Finger Prints
P23009256,"02/27/2023, 1:40:49 PM","02/27/2023, 9:06:09 PM",LETHBRIDGE,AB,.,400 Block LETTICE PERRY RD,"PUBLIC SERVICE (LOCK-OUT/LOCK-IN, PEACE, WELFARE, RECKLESS ACTIVITY)",Other,"PUBLIC SERVICE (LOCK-OUT/LOCK-IN, PEACE, WELFARE, RECKLESS ACTIVITY)"
CA23004495,"02/27/2023, 11:29:00 AM","02/27/2023, 9:06:58 PM",LETHBRIDGE,AB,.,1200 Block 29 ST, RMS] Intoxication - NOT arrested,Quality of Life,Intoxication - NOT arrested
P23009252,"02/27/2023, 1:05:02 PM","02/27/2023, 9:06:25 PM",LETHBRIDGE,AB,.,300 Block HIGHLANDS BD,TRESPASSING/UNWANTED,Quality of Life,TRESPASSING/UNWANTED
P23009253,"02/27/2023, 1:18:54 PM","02/27/2023, 9:06:25 PM",LETHBRIDGE,AB,.,400 Block LETTICE PERRY RD,"PUBLIC SERVICE (LOCK-OUT/LOCK-IN, PEACE, WELFARE, RECKLESS ACTIVITY)",Other,"PUBLIC SERVICE (LOCK-OUT/LOCK-IN, PEACE, WELFARE, RECKLESS ACTIVITY)"
P23009254,"02/27/2023, 1:23:24 PM","02/27/2023, 9:06:25 PM",LETHBRIDGE,AB,.,UNKNOWN STREET,DISTURBANCE/NUISANCE,Quality of Life,DISTURBANCE/NUISANCE
P23009255,"02/27/2023, 1:34:02 PM","02/27/2023, 9:06:26 PM",LETHBRIDGE,AB,.,600 Block 8 ST,TRESPASSING/UNWANTED,Quality of Life,TRESPASSING/UNWANTED
P23009250,"02/27/2023, 12:18:40 PM","02/27/2023, 9:06:24 PM",LETHBRIDGE,AB,.,200 Block 14 ST,DISTURBANCE/NUISANCE,Quality of Life,DISTURBANCE/NUISANCE
P23009251,"02/27/2023, 12:22:07 PM","02/27/2023, 9:06:24 PM",LETHBRIDGE,AB,.,200 Block 14 ST,DISTURBANCE/NUISANCE,Quality of Life,DISTURBANCE/NUISANCE
CA23004494,"02/27/2023, 7:58:00 AM","02/27/2023, 9:06:58 PM",LETHBRIDGE,AB,.,600 Block 8 ST, RMS] Assist Others,Other,Assist Others
CA23004496,"02/27/2023, 12:18:00 PM","02/27/2023, 9:06:58 PM",LETHBRIDGE,AB,.,200 Block 14 ST, RMS] Bylaw - General,Other,Bylaw - General
P23009249,"02/27/2023, 11:29:27 AM","02/27/2023, 9:06:23 PM",LETHBRIDGE,AB,.,1200 Block 29 ST,"PUBLIC SERVICE (LOCK-OUT/LOCK-IN, PEACE, WELFARE, RECKLESS ACTIVITY)",Other,"PUBLIC SERVICE (LOCK-OUT/LOCK-IN, PEACE, WELFARE, RECKLESS ACTIVITY)"
CA23004484,"02/27/2023, 4:05:00 AM","02/27/2023, 9:06:58 PM",LETHBRIDGE,AB,.,2300 Block MAYOR MAGRATH DR, RMS] Bylaw - Certain Noise,Quality of Life,Bylaw - Certain Noise
RM23051099,"02/27/2023, 6:54:00 AM","02/27/2023, 9:06:59 PM",LETHBRIDGE,AB,.,100 Block 1 AV, RMS] Assist Others,Other,Assist Others
CA23004480,"02/26/2023, 10:03:00 PM","02/27/2023, 9:06:58 PM",LETHBRIDGE,AB,.,300 Block KODIAK BD, RMS] TSA - Traffic Safety Act,Traffic,TSA - Traffic Safety Act
CA23004489,"02/27/2023, 5:18:00 AM","02/27/2023, 9:06:58 PM",LETHBRIDGE,AB,.,1000 Block MAYOR MAGRATH DR, RMS] Theft From Auto Under,Theft from Vehicle,Theft From Auto Under
CA23004407,"02/26/2023, 2:46:00 AM","02/27/2023, 9:06:31 PM",LETHBRIDGE,AB,.,200 Block COLUMBIA BD, RMS] Criminal Harassment,Other,Criminal Harassment
CA23004490,"02/27/2023, 5:28:00 AM","02/27/2023, 9:06:58 PM",LETHBRIDGE,AB,.,900 Block 5 AV, RMS] False Alarm,Other,False Alarm
RM23051098,"01/25/2023, 7:00:00 AM","02/27/2023, 9:06:27 PM",LETHBRIDGE,AB,.,200 Block 5 AV, RMS] Fail to Comply with Probation 137 YCJA,Other,Fail to Comply with Probation 137 YCJA
P23009248,"02/27/2023, 7:58:20 AM","02/27/2023, 9:06:23 PM",LETHBRIDGE,AB,.,600 Block 8 ST,ASSIST OTHER AGENCIES,Other,ASSIST OTHER AGENCIES
CA23004475,"02/26/2023, 7:00:00 PM","02/27/2023, 9:06:57 PM",LETHBRIDGE,AB,.,100 Block LAVAL BD, RMS] Criminal Harassment,Other,Criminal Harassment
CA23004492,"02/27/2023, 6:10:00 AM","02/27/2023, 9:06:58 PM",LETHBRIDGE,AB,.,500 Block 16 ST, RMS] Check On Welfare,Other,Check On Welfare
P23009245,"02/27/2023, 6:53:34 AM","02/27/2023, 9:06:22 PM",LETHBRIDGE,AB,.,UNKNOWN STREET,TRAFFIC STOP,Proactive Policing,TRAFFIC STOP
P23009246,"02/27/2023, 6:56:09 AM","02/27/2023, 9:06:23 PM",LETHBRIDGE,AB,.,800 Block 20 ST,"PUBLIC SERVICE (LOCK-OUT/LOCK-IN, PEACE, WELFARE, RECKLESS ACTIVITY)",Other,"PUBLIC SERVICE (LOCK-OUT/LOCK-IN, PEACE, WELFARE, RECKLESS ACTIVITY)"
P23009247,"02/27/2023, 7:01:52 AM","02/27/2023, 9:06:23 PM",LETHBRIDGE,AB,.,500 Block SUNRIDGE CR,TRESPASSING/UNWANTED,Quality of Life,TRESPASSING/UNWANTED
CA23004493,"02/27/2023, 5:50:00 AM","02/27/2023, 9:06:58 PM",LETHBRIDGE,AB,.,600 Block 8 ST, RMS] Other Drugs - Possession,Quality of Life,Other Drugs - Possession
CA23004488,"02/27/2023, 5:21:00 AM","02/27/2023, 9:06:58 PM",LETHBRIDGE,AB,.,1100 Block 3 AV, RMS] Impaired Operation (Drugs),Traffic,Impaired Operation (Drugs)
CA23004483,"02/27/2023, 4:06:00 AM","02/27/2023, 9:06:58 PM",LETHBRIDGE,AB,.,600 Block 21 ST, RMS] False Alarm,Other,False Alarm
CA23004477,"02/27/2023, 3:02:00 AM","02/27/2023, 9:06:57 PM",LETHBRIDGE,AB,.,500 Block 1 AV, RMS] Intoxication - NOT arrested,Quality of Life,Intoxication - NOT arrested
P23009241,"02/27/2023, 5:50:05 AM","02/27/2023, 1:41:34 PM",LETHBRIDGE,AB,.,600 Block 8 ST,TRESPASSING/UNWANTED,Quality of Life,TRESPASSING/UNWANTED
P23009242,"02/27/2023, 5:59:21 AM","02/27/2023, 1:41:34 PM",LETHBRIDGE,AB,.,200 Block 12B ST,"PUBLIC SERVICE (LOCK-OUT/LOCK-IN, PEACE, WELFARE, RECKLESS ACTIVITY)",Other,"PUBLIC SERVICE (LOCK-OUT/LOCK-IN, PEACE, WELFARE, RECKLESS ACTIVITY)"
P23009243,"02/27/2023, 6:10:29 AM","02/27/2023, 1:41:34 PM",LETHBRIDGE,AB,.,500 Block 16 ST,"PUBLIC SERVICE (LOCK-OUT/LOCK-IN, PEACE, WELFARE, RECKLESS ACTIVITY)",Other,"PUBLIC SERVICE (LOCK-OUT/LOCK-IN, PEACE, WELFARE, RECKLESS ACTIVITY)"
P23009244,"02/27/2023, 6:14:33 AM","02/27/2023, 1:41:34 PM",LETHBRIDGE,AB,.,200 Block MT ALDERSON CR,SUBJECT STOP,Proactive Policing,SUBJECT STOP
CA23004478,"02/26/2023, 10:55:00 PM","02/27/2023, 1:41:34 PM",LETHBRIDGE,AB,T1K 4S5,WHOOP UP DR & MÉTIS TR, RMS] Property Damage Collision over $2000,Traffic,Property Damage Collision over $2000
CA23004485,"02/27/2023, 4:00:00 AM","02/27/2023, 1:41:34 PM",LETHBRIDGE,AB,.,1 Block ST JAMES CR," RMS] Fail to Comply with Conditions/Appear, etc. 145(3), 145(4), 145(5)",Other,"Fail to Comply with Conditions/Appear, etc. 145(3), 145(4), 145(5)"
CA23004470,"02/27/2023, 1:37:00 AM","02/27/2023, 1:41:35 PM",LETHBRIDGE,AB,.,500 Block 17 ST, RMS] Theft Under,Theft,Theft Under
CA23004491,"02/27/2023, 5:59:00 AM","02/27/2023, 1:41:34 PM",LETHBRIDGE,AB,.,200 Block 12B ST, RMS] Check On Welfare,Other,Check On Welfare
P23009233,"02/27/2023, 4:55:32 AM","02/27/2023, 1:41:35 PM",LETHBRIDGE,AB,.,1 Block ST JAMES CR,MENTAL DISORDER (BEHAVIORAL PROBLEMS),Other,MENTAL DISORDER (BEHAVIORAL PROBLEMS)
P23009234,"02/27/2023, 5:04:59 AM","02/27/2023, 1:41:35 PM",LETHBRIDGE,AB,.,1200 Block SCENIC DR,TRAFFIC STOP,Proactive Policing,TRAFFIC STOP
P23009235,"02/27/2023, 5:18:47 AM","02/27/2023, 1:41:35 PM",LETHBRIDGE,AB,.,1000 Block MAYOR MAGRATH DR,"SUSPICIOUS/WANTED (PERSON, CIRCUMSTANCES, VEHICLE)",Proactive Policing,"SUSPICIOUS/WANTED (PERSON, CIRCUMSTANCES, VEHICLE)"
P23009236,"02/27/2023, 5:18:49 AM","02/27/2023, 1:41:35 PM",LETHBRIDGE,AB,.,1500 Block ST FRANCIS RD,TRAFFIC VIOLATION/COMPLAINT/HAZARD,Proactive Policing,TRAFFIC VIOLATION/COMPLAINT/HAZARD
P23009237,"02/27/2023, 5:20:17 AM","02/27/2023, 1:41:35 PM",LETHBRIDGE,AB,.,300 Block 3 ST,DRUGS,Quality of Life,DRUGS
P23009238,"02/27/2023, 5:21:12 AM","02/27/2023, 1:41:36 PM",LETHBRIDGE,AB,.,1100 Block 3 AV,DRIVING UNDER THE INFLUENCE (IMPAIRED DRIVING),Quality of Life,DRIVING UNDER THE INFLUENCE (IMPAIRED DRIVING)
